itemid,label,linksto
45748,Neosure 22cal NG,inputevents_cv
45751,iv fluids on floor.,inputevents_cv
45754,PN D8.5,inputevents_cv
45756,Golytely,inputevents_cv
45757,"SC26,NG",inputevents_cv
45759,"SC26,PO",inputevents_cv
45762,sodium phos 30mmol,inputevents_cv
45764,METHADONE,inputevents_cv
45765,Sodium phos 30mmol,inputevents_cv
45766,"SC26+BP, NG",inputevents_cv
45768,SC 28 PO,inputevents_cv
45770,SSC30 PG,inputevents_cv
45771,SC30 NG,inputevents_cv
45773,SC28 ng,inputevents_cv
45774,SC28 po,inputevents_cv
45776,D5w 150meq bicab,inputevents_cv
45777,2/3Str Replete/Fiber,inputevents_cv
45780,kcl - 10meq/100ml,inputevents_cv
45781,Sc26 po,inputevents_cv
45783,SPC28,inputevents_cv
45784,Neocate 26 pg,inputevents_cv
45801,SimSC26,inputevents_cv
45803,SC 30 PO,inputevents_cv
45807,7.7meqNaAce/0.5uhep,inputevents_cv
45809,SC30 Po,inputevents_cv
45819,SC28PG,inputevents_cv
45820,Neocate 28 PG,inputevents_cv
45826,SSC26 NG,inputevents_cv
45833,ns 15mmol na phos,inputevents_cv
45838,PERITONEAL,inputevents_cv
45842,"SC28,PO",inputevents_cv
45847,nutren,inputevents_cv
45848,SSC 26 po,inputevents_cv
45853,Procainamide HCl,inputevents_cv
45854,farr 2 ivf,inputevents_cv
45856,PLASMA-LYTE,inputevents_cv
45863,Ssc30,inputevents_cv
45865,replete w/ fiber,inputevents_cv
45868,Neocate +rice cereal,inputevents_cv
45870,ns 1/2cc:1cc replace,inputevents_cv
45871,N-acetylcysteine,inputevents_cv
45872,tpa cc/hr,inputevents_cv
45875,Neocate 26 Corn Oil,inputevents_cv
45876,rituximab,inputevents_cv
45878,cellsaver,inputevents_cv
45880,SSC28 po,inputevents_cv
45881,SC 28cals PO,inputevents_cv
45885,Pheresis Balance,inputevents_cv
45886,IV IG,inputevents_cv
45887,SC 30cals pg,inputevents_cv
45889,Rituximab 50mg/31.2c,inputevents_cv
45891,SSC25PG,inputevents_cv
45893,Similac SC 26 PG,inputevents_cv
45896,Similac SC 28 PG,inputevents_cv
45897,Similac SC 28 PO,inputevents_cv
45900,sp. care 26 cal ng,inputevents_cv
45902,SSC30NG,inputevents_cv
45903,Similac SC 30 PG,inputevents_cv
45905,Sim 20 (Rice) NG,inputevents_cv
45906,Sim 20 (Rice) PO,inputevents_cv
45908,Sim 20 (Thick) PO,inputevents_cv
45909,SIM 26.,inputevents_cv
45913,SC 28 PG,inputevents_cv
45915,special care 26 PG,inputevents_cv
45917,Special Care 28 PG,inputevents_cv
45921,SC 26 Fe NG,inputevents_cv
45922,Nutren pulm,inputevents_cv
45926,Neocate 20,inputevents_cv
45928,TPN D8.5,inputevents_cv
45930,TPN D13.5,inputevents_cv
45931,Sim 20 PO,inputevents_cv
45934,F2,inputevents_cv
45936,SC28cals,inputevents_cv
45937,po SSC 26,inputevents_cv
45939,TPND9.5+Heparin,inputevents_cv
45940,7.7meq NaAcet/100cc,inputevents_cv
45942,sim26,inputevents_cv
45943,acettlcysteine d5w,inputevents_cv
45945,Special Care 28 NG,inputevents_cv
45946,Sim 26,inputevents_cv
45948,sc 28 po,inputevents_cv
45949,SC28 NG,inputevents_cv
45951,PND6,inputevents_cv
45953,TPND9.3,inputevents_cv
45954,7.7mEq NaAcetate h20,inputevents_cv
45956,"mvi,thiam, folic d5w",inputevents_cv
45958,26 cal SC,inputevents_cv
45959,PE30 ng,inputevents_cv
45961,PE30,inputevents_cv
45962,SpecialCare26 PG,inputevents_cv
45964,PE 30 PG,inputevents_cv
45965,Neocate24 NG,inputevents_cv
45978,12 reisman ivf,inputevents_cv
45979,NaHcO3 150meq in D5W,inputevents_cv
45981,PE26 NG,inputevents_cv
45983,Pitocin/LR,inputevents_cv
45984,PE 30,inputevents_cv
45986,PE 30 PO,inputevents_cv
45987,PE30 NG,inputevents_cv
45989,NS Fluid Bolus,inputevents_cv
45990,PE28 PO,inputevents_cv
45997,PE28 PG,inputevents_cv
45999,PE 28 PO,inputevents_cv
46002,PE 26 cals NG,inputevents_cv
46003,PE 26 cals PO,inputevents_cv
46005,PE 26cals PO,inputevents_cv
46006,PE 26 NG,inputevents_cv
46008,PE 26 PO,inputevents_cv
46009,PE32,inputevents_cv
46011,30 mmol kphos/500ccw,inputevents_cv
46012,CA GLUC CVVHDF,inputevents_cv
46014,PANTOPRAZOLE GTT,inputevents_cv
46015,PE26 PO,inputevents_cv
46017,PE 30 FS NG,inputevents_cv
46019,PE 30 NG,inputevents_cv
46025,good start Fe,inputevents_cv
46026,1/2 Na Acetate+ Hep,inputevents_cv
46031,POTASS PHOS 15 MMOL,inputevents_cv
46032,E28 (Concentrate),inputevents_cv
46033,E 28 FS PO,inputevents_cv
46036,E26 CONCENTRATE,inputevents_cv
46039,from beverely hosp t,inputevents_cv
46040,7.7meqNaAcetate+Hep,inputevents_cv
46041,7.7 MEQ Na Acetate,inputevents_cv
46042,PE 28 po,inputevents_cv
46045,PE26 po,inputevents_cv
46046,PE28,inputevents_cv
46047,NA Acetate w/Heparin,inputevents_cv
46048,PE30 OG,inputevents_cv
46051,GoLYTELY,inputevents_cv
46052,PE26,inputevents_cv
46053,Kcl 40 meq in 1/2N/S,inputevents_cv
46054,N/S + KPO4,inputevents_cv
46451,15.4 mEq Na Acetate,inputevents_cv
46453,potassium 10/100,inputevents_cv
46455,D5W +NaHcO3,inputevents_cv
46457,Golytely bowel prep,inputevents_cv
46458,PN D 11.5,inputevents_cv
46460,ACD-A,inputevents_cv
46461,1/2CC/CCJT REPLETION,inputevents_cv
46465,PE32 NG,inputevents_cv
46467,Kphos 30mmol/44 mEq,inputevents_cv
46470,Pe28,inputevents_cv
46472,pe28 ng,inputevents_cv
46476,TPN D 8.5,inputevents_cv
46477,pe26,inputevents_cv
46481,15mmol NaPhos.,inputevents_cv
46482,NSS WITH 40 MEQ KCL,inputevents_cv
46484,verapamil,inputevents_cv
46487,PE 26 ng,inputevents_cv
46488,PE 28 cals NG,inputevents_cv
46490,Contrast Dye,inputevents_cv
46492,Dexmedetomide,inputevents_cv
46498,good start formula,inputevents_cv
46500,7.7meqNaAcetate,inputevents_cv
46501,H2O Bolus,inputevents_cv
46508,SW with 1/2 Na Ace,inputevents_cv
46509,Tap Water Enema,inputevents_cv
46511,Barium,inputevents_cv
46514,PE26 cal PG,inputevents_cv
46516,rescue flush,inputevents_cv
46518,NS 4mECa .5K+ .5Hep,inputevents_cv
42554,FREE WATER INTAKE,inputevents_cv
42561,ALCOHOL,inputevents_cv
42563,SOLUMEDROL MG/KG/HR,inputevents_cv
42567,130meqNAACETATE/D5W,inputevents_cv
42574,INTERVENTIONAL RADIY,inputevents_cv
42577,ALCOHOL 5% DRIP G/HR,inputevents_cv
42587,VICU IVF,inputevents_cv
42589,aprotanin,inputevents_cv
42648,VASOTEC IV,inputevents_cv
42656,OR EPIDURAL INTAKE,inputevents_cv
42661,ampho b iv,inputevents_cv
42664,nesirtide,inputevents_cv
42668,aprotanine,inputevents_cv
42671,free h2o,inputevents_cv
42680,Tham infusion,inputevents_cv
42689,METHYLPREDNISONE,inputevents_cv
42692,Angio,inputevents_cv
42702,ns with 40kcl,inputevents_cv
42705,FENOLDOPAM,inputevents_cv
42707,d5w w 10% etoh,inputevents_cv
42722,ALCOHOL 10% DRIP,inputevents_cv
42725,NS W/ 40MEQ KCL,inputevents_cv
42728,POTASSIUM,inputevents_cv
42731,Dextran40 10%,inputevents_cv
42734,APROTININE,inputevents_cv
42736,D5W/154MEQ NAACETATE,inputevents_cv
42740,prbc in er,inputevents_cv
42742,1/2 NS WITH 40 KCL,inputevents_cv
42749,fluid bolus NS,inputevents_cv
42757,anti-thomcyte glob.,inputevents_cv
42831,1/2st impact fiber,inputevents_cv
42845,Angio In,inputevents_cv
42855,ETOH GTT,inputevents_cv
42858,FLOOR CRYSTALLOIDS,inputevents_cv
42865,Lepriudin,inputevents_cv
42876,ER CRYSTALLOIDS,inputevents_cv
42879,Pre adm-Floor IV,inputevents_cv
42887,Travasol,inputevents_cv
42894,iv contrast,inputevents_cv
42897,D5W 300MEQ BICARB,inputevents_cv
42915,D5W/10GM CAGLUC,inputevents_cv
42923,Integrellin,inputevents_cv
42927,AMPHO B,inputevents_cv
42938,IR INTAKE,inputevents_cv
42940,co injectate,inputevents_cv
43023,probalance 15gm prom,inputevents_cv
43033,CALSTAT,inputevents_cv
43036,na phosp 15 mmol,inputevents_cv
43039,ca gluc gtt,inputevents_cv
43041,FA6 IVF,inputevents_cv
43050,ca glu 40gm/1L,inputevents_cv
43061,40Gm CaGluc/1000ccNS,inputevents_cv
43081,QUICKMIX,inputevents_cv
43088,1/2str impact/fiber,inputevents_cv
43091,GALLBLADDER DR FLUSH,inputevents_cv
43109,Golytly,inputevents_cv
43112,preadmit to ICU NS,inputevents_cv
43125,xigris cc/hr,inputevents_cv
43132,RL + 20K/100,inputevents_cv
43135,NS/40GM CA GLU,inputevents_cv
43140,D5W/1L/2AMP BICARB,inputevents_cv
44369,ER IN,inputevents_cv
44386,D5 LR with 40mEq K+,inputevents_cv
44399,D5RL 20KCL,inputevents_cv
44404,k phos gtt,inputevents_cv
44414,1/2 str NEPRO,inputevents_cv
44419,ew ivf,inputevents_cv
41757,FLOOR INTAKE,inputevents_cv
41760,lacutlose enema,inputevents_cv
41788,K+ Phos,inputevents_cv
41798,TF PROBALANCE,inputevents_cv
42089,K PHOS OVER 6 HRS,inputevents_cv
42099,urinary irrigant,inputevents_cv
42108,ANGIO CRYS,inputevents_cv
42117,THYMOGLOBULIN,inputevents_cv
42125,ANGIO IN,inputevents_cv
42127,C SCAN,inputevents_cv
42135,IMPACTW/FIBER+PROMOD,inputevents_cv
42150,CRITICARE TF,inputevents_cv
42161,ns w/40 kcl,inputevents_cv
42175,CONTRAST VIA OG,inputevents_cv
42180,CISATRICURIUM,inputevents_cv
42186,Pre admit PRBC,inputevents_cv
42204,Protonix gtt,inputevents_cv
42207,Nulytely prep,inputevents_cv
41895,Glucagon Gtt,inputevents_cv
41905,ANGIO INTAKE,inputevents_cv
41915,FREE WATER,inputevents_cv
41938,ATG,inputevents_cv
41963,HCL GTT,inputevents_cv
41968,bicarb drip,inputevents_cv
41983,NAHCO3,inputevents_cv
42025,D5.45 60K,inputevents_cv
42028,PROMOTE WITH FIBER,inputevents_cv
40880,Kphos,inputevents_cv
40954,Xigris 20mg/100mL,inputevents_cv
40964,Ara-c chemo gtt,inputevents_cv
41064,Ca Gluc,inputevents_cv
41067,K Phos,inputevents_cv
41083,lr with pictocin,inputevents_cv
41086,GoLytely,inputevents_cv
41093,Cyclosporin,inputevents_cv
41110,IV Isuprel 1mcg/min,inputevents_cv
41147,Dialysate instilled,inputevents_cv
41216,go-lytely,inputevents_cv
41219,pheresis intake,inputevents_cv
41275,golytly,inputevents_cv
41307,Peritoneal Dialysate,inputevents_cv
41373,NS for BT,inputevents_cv
41382,angio in,inputevents_cv
41387,CATH LAB DYE,inputevents_cv
41390,barracat,inputevents_cv
41408,mannitol,inputevents_cv
41413,ready cat,inputevents_cv
41415,lactulose enema,inputevents_cv
41427,1/2 nsfluidbolus,inputevents_cv
41430,free water boluses,inputevents_cv
41446,RL IN OR,inputevents_cv
41449,NS 4gr Ca Gluconate,inputevents_cv
41458,pantopralole,inputevents_cv
40468,epidural asp,inputevents_cv
40579,Meperidine,inputevents_cv
40581,CO flush,inputevents_cv
41461,PO contrast,inputevents_cv
41467,NS IV bolus,inputevents_cv
41474,capd,inputevents_cv
43228,D10W BOLUS,inputevents_cv
43234,TPND10.5 with hep,inputevents_cv
43237,25% Albumin,inputevents_cv
43240,Portagen w/PoMod NG,inputevents_cv
43320,D10W NSS W/.5Uhep.:,inputevents_cv
43353,Albumin (human) 25%,inputevents_cv
43418,D10w BOLUS,inputevents_cv
43423,D10W bolus,inputevents_cv
43438,D12.5 bolus,inputevents_cv
43457,PE24FSPO+MCT+Poly+PM,inputevents_cv
43461,IV meds and flushes,inputevents_cv
43470,PE24FSPO+Promod+HMF,inputevents_cv
43473,IV Meds,inputevents_cv
43476,Prosobee 24cal GT,inputevents_cv
42484,1000N/S 20GM CA GLU,inputevents_cv
42493,k phos. 15mm,inputevents_cv
42504,CA GLUCONATE,inputevents_cv
42514,SOLUMEDROL DRIP.,inputevents_cv
42522,FOLEY FLUSH,inputevents_cv
42528,crystalloid farr 5,inputevents_cv
46004,PE 26cals NG,inputevents_cv
46419,H20/NA ACETATE/HEP,inputevents_cv
46427,N/S + VINCRISTINE,inputevents_cv
45132,SODIUM PHOS IN NS,inputevents_cv
45146,intake from vicu,inputevents_cv
45149,phresis intake,inputevents_cv
45155,ns cc/cc replacement,inputevents_cv
45159,ER IV NS,inputevents_cv
45161,D5W & 3 AMP BICARB,inputevents_cv
45164,HepB Immune Globulin,inputevents_cv
45168,free water bolous,inputevents_cv
45171,FLOOR INTAKE IV,inputevents_cv
45177,Nepro 3/4 w/Bene 75g,inputevents_cv
45180,ct gent gtt,inputevents_cv
45183,ED,inputevents_cv
45185,3/4 str promote/fibr,inputevents_cv
45189,Baracat,inputevents_cv
44425,3/4ST IMPACT/FIBER,inputevents_cv
44430,plasmalyte,inputevents_cv
44439,.45NS BOLUS,inputevents_cv
44442,PLASMALYTE,inputevents_cv
44460,Impact w/Fib 1/2 Str,inputevents_cv
44464,K PHOS-30,inputevents_cv
44466,bupivicaine .1%,inputevents_cv
44469,NA Phosphate,inputevents_cv
44472,D50,inputevents_cv
44477,1/2 NS REPLACEMENT,inputevents_cv
44480,er intake iv,inputevents_cv
44483,APROTINEN,inputevents_cv
44486,ed ivf,inputevents_cv
44488,Readi-Cat 2,inputevents_cv
44568,PR vanco,inputevents_cv
44570,d 10w bolus,inputevents_cv
44573,15mmol K+Phos.,inputevents_cv
44578,Neosure 26cal NG,inputevents_cv
44584,Dialysate IN,inputevents_cv
44590,ed intake,inputevents_cv
44602,NaHCO3,inputevents_cv
44608,3/4 ST IMPACT,inputevents_cv
44615,Sterile H20/Na Acet,inputevents_cv
44621,PD exchange 2.5%,inputevents_cv
44627,Factor VII,inputevents_cv
44632,D50%,inputevents_cv
44634,d5w& 3 amp nabicarb,inputevents_cv
44647,ENEMA GASTROGRAFFIN,inputevents_cv
44678,Elecare 20 NG,inputevents_cv
44690,1/2 NS + 20 KCL,inputevents_cv
44945,1/2cc/1cc replace,inputevents_cv
44948,Flushpack,inputevents_cv
44964,Fat Emulsion Lipids,inputevents_cv
44980,farr 2 iv intake,inputevents_cv
44983,Bolus NS,inputevents_cv
44986,PACU intake,inputevents_cv
44991,HCL DRIP,inputevents_cv
44994,PD Dwell,inputevents_cv
44998,multivitamin IV,inputevents_cv
45004,PROTONIX 8MG/HR,inputevents_cv
45010,Cyclospoprin,inputevents_cv
45013,READI-CAT 2,inputevents_cv
45016,Hydrochloric Acidgtt,inputevents_cv
45031,BICARB GTT,inputevents_cv
45034,Kphos 15mmol,inputevents_cv
45036,Lactulose PR,inputevents_cv
45045,WaterBolus,inputevents_cv
45048,E24,inputevents_cv
45050,MARCAINE LEFT,inputevents_cv
45053,E24 +2corn oil,inputevents_cv
45072,250 n/s 15MML NAPHOS,inputevents_cv
45075,Enfamil20 GT,inputevents_cv
44741,NS FLUID BOLUS,inputevents_cv
44749,calcium drip,inputevents_cv
44759,protonix gtt 8mg/hr,inputevents_cv
44762,potassium phos 30mml,inputevents_cv
44769,ER intake,inputevents_cv
44779,Baricat,inputevents_cv
44791,D5 150meq NA Bicarb,inputevents_cv
44797,Protonix IV,inputevents_cv
44799,Enfamil 26 by conc.,inputevents_cv
44820,pantoprazole gtt,inputevents_cv
44823,NaPhos30mmol/250NS,inputevents_cv
44826,1/2 str impact,inputevents_cv
44832,ED IVFs,inputevents_cv
44836,Sodium PHosphate,inputevents_cv
44842,IV INTAKE F2,inputevents_cv
44848,2/3 ST IMPACT,inputevents_cv
44855,Calcium,inputevents_cv
44863,LACTULOSE ENEMA'S,inputevents_cv
44877,RITUXIMAB,inputevents_cv
43632,Neosure 22 PO,inputevents_cv
43656,Sucrose,inputevents_cv
43661,bicarb,inputevents_cv
43663,.9% NS flush,inputevents_cv
43674,Sodium Phosphate IV,inputevents_cv
43678,APC,inputevents_cv
43699,d5 1/4 ns,inputevents_cv
43704,er in,inputevents_cv
43720,ivf on medical floor,inputevents_cv
43487,Stomach asp.PH,inputevents_cv
43493,Umbi hernia,inputevents_cv
43507,PE24PO+2MCT+Promod,inputevents_cv
43516,Neosure with 2 polye,inputevents_cv
43521,ml/kg/hr,inputevents_cv
43539,repogle,inputevents_cv
43541,Pregestimil 22cal NG,inputevents_cv
43555,TPN D24,inputevents_cv
42265,LR W/ 20 KCL,inputevents_cv
42274,gastrogavin in h20,inputevents_cv
42282,na phos,inputevents_cv
42285,PROTONIX DRIP,inputevents_cv
42288,LR w/40 kcl,inputevents_cv
42298,CARIPROSIDE,inputevents_cv
42308,STUDY DRUG,inputevents_cv
42311,CONTRAST VIA NG,inputevents_cv
42323,er ffp,inputevents_cv
42326,Kphos 15mmol. 250cc,inputevents_cv
42336,DEXTROSE125GMS/250CC,inputevents_cv
42344,tham,inputevents_cv
42352,OR TPN,inputevents_cv
42358,k phos over 6hrs,inputevents_cv
42361,cariporide,inputevents_cv
42364,er iv intake,inputevents_cv
42380,er intake,inputevents_cv
42383,cc for cc replace,inputevents_cv
42396,ns with 50meq HCL,inputevents_cv
42456,PD Fluid 1.5%,inputevents_cv
42459,APROTANIN,inputevents_cv
42468,angio crystalloids,inputevents_cv
42477,PD 1.5%,inputevents_cv
45802,cc/cc,inputevents_cv
45808,SC 28 pg,inputevents_cv
45810,Neocate24 po,inputevents_cv
45818,"Neosure26,PO",inputevents_cv
45821,Neocate 28 PO,inputevents_cv
45827,SC28PO,inputevents_cv
45892,SSC26PO,inputevents_cv
45894,Similac SC 26 PO,inputevents_cv
45901,sp.care 26 cal po,inputevents_cv
45904,Similac SC 30 PO,inputevents_cv
45907,Sim 20 (Thick) NG,inputevents_cv
45916,Special Care 26 PO,inputevents_cv
45919,SpecialCare 26 Fe NG,inputevents_cv
45929,SpecialCare 28 PG,inputevents_cv
45935,farr 9 intake,inputevents_cv
45938,SpecialCare28 PG,inputevents_cv
45941,50%Dextrose,inputevents_cv
45944,Bari-Cat,inputevents_cv
45947,Neosure 27,inputevents_cv
45950,TPN D9.3,inputevents_cv
45955,SC30 ng,inputevents_cv
45957,vanco enema,inputevents_cv
45960,28cal SC,inputevents_cv
45963,SpecialCare 30 PG,inputevents_cv
45966,Neocate24 PO,inputevents_cv
45980,ew-iv fliud,inputevents_cv
45982,PE 28 PG,inputevents_cv
45985,Kcl 40meq in 500 N/S,inputevents_cv
45988,PE28 NG,inputevents_cv
45998,PE 28 NG,inputevents_cv
45565,FARR 10 intake,inputevents_cv
45571,SSC30 NG,inputevents_cv
45579,SSC 26 PO,inputevents_cv
45584,NA Bicarb,inputevents_cv
45587,replete w/fiber 3/4,inputevents_cv
45592,7.7 meqs NaAcet+H20,inputevents_cv
45596,Nutramigen28w/RC PO,inputevents_cv
45599,SC26 PG,inputevents_cv
45608,Neosure 22 cal po,inputevents_cv
45625,PND8.5,inputevents_cv
45628,consent,inputevents_cv
45633,NS Kphos 15mmol,inputevents_cv
45695,K 10MEQ,inputevents_cv
45700,REPLETE/FIBER TFEED,inputevents_cv
45717,Sp Care 28 PG,inputevents_cv
45720,SC 26 po,inputevents_cv
45723,3/4 str Replete,inputevents_cv
45731,SSC 30 po,inputevents_cv
45736,Sodium phos 15mmol,inputevents_cv
45743,Nestle Good Start,inputevents_cv
45746,Sp Care 26 PO,inputevents_cv
45752,floor,inputevents_cv
45755,Protonix GTT,inputevents_cv
45761,TPN D6.5,inputevents_cv
45767,SODIUM PO4,inputevents_cv
45769,"SC26+BP, PO",inputevents_cv
45772,Mediastinal irrig,inputevents_cv
45775,1/2 ST REPLETE/FIBER,inputevents_cv
45779,ca gluc -20gm/500ml,inputevents_cv
45782,SSC 28NG,inputevents_cv
45785,Neocate 26 po,inputevents_cv
45203,Gent chest irrigant,inputevents_cv
45207,dye first cath,inputevents_cv
45217,7.7meq NaAcetate/H20,inputevents_cv
45223,bowel prep,inputevents_cv
45228,GI unit Intake,inputevents_cv
45244,PO Fluids,inputevents_cv
45249,QUINIDINE GLUCONATE,inputevents_cv
45253,ER COLLOIDS,inputevents_cv
45321,LR w/50meqNAacetate,inputevents_cv
45330,Neosure30,inputevents_cv
45335,Neosure32 PO,inputevents_cv
45339,CT instill-> talc,inputevents_cv
45343,Nutren Pulmonary FS,inputevents_cv
45346,DYE IV contrast CT n,inputevents_cv
45349,TPN D11.5,inputevents_cv
45352,CA GLUC for CVVH,inputevents_cv
45355,OR Plasyalyte,inputevents_cv
45358,d5ns with 40 meqkcl,inputevents_cv
45371,D10W+2meq NaAcetate,inputevents_cv
45375,golytely prep,inputevents_cv
45377,PACU IN,inputevents_cv
45380,GOLYTLE,inputevents_cv
45383,NSw/sodium phos15mmo,inputevents_cv
45386,Similac 26,inputevents_cv
45389,3/4st nepro/benefibr,inputevents_cv
45392,SSC 28,inputevents_cv
45395,NG CONTRAST,inputevents_cv
45397,KAYEXALATE,inputevents_cv
45400,SSC30 PO,inputevents_cv
45403,albumin,inputevents_cv
45409,SC32 w/BP,inputevents_cv
45426,PD 1.5% Dextrose,inputevents_cv
45430,potassium Chl 40meq,inputevents_cv
45433,SC 26cal pg,inputevents_cv
45442,SC32 benoprotein,inputevents_cv
45445,SC26 po,inputevents_cv
45447,SSC28 ng,inputevents_cv
45450,SSC26 ng,inputevents_cv
45453,Nutramigen 26 PO,inputevents_cv
45515,Replete with fiber,inputevents_cv
45522,SC 30 liq NG,inputevents_cv
45541,Replete w/Fiber TF,inputevents_cv
80001,,microbiologyevents
80002,ESCHERICHIA COLI,microbiologyevents
80003,GRAM NEGATIVE COCCI,microbiologyevents
80004,KLEBSIELLA PNEUMONIAE,microbiologyevents
80005,KLEBSIELLA OXYTOCA,microbiologyevents
80006,KLEBSIELLA OZAENAE,microbiologyevents
80007,ENTEROBACTER AEROGENES,microbiologyevents
80008,ENTEROBACTER CLOACAE,microbiologyevents
80009,HAFNIA ALVEI,microbiologyevents
80010,ENTEROBACTER AGGLOMERANS,microbiologyevents
80011,ENTEROBACTER GERGOVIAE,microbiologyevents
80012,ENTEROBACTER SAKAZAKII,microbiologyevents
80013,SERRATIA LIQUEFACIENS,microbiologyevents
80014,SERRATIA MARCESCENS,microbiologyevents
80015,SERRATIA RUBIDAEA,microbiologyevents
80016,PROTEUS VULGARIS,microbiologyevents
80017,PROTEUS MIRABILIS,microbiologyevents
80018,MORGANELLA MORGANII,microbiologyevents
80019,PROVIDENCIA STUARTII,microbiologyevents
80020,PROVIDENCIA RETTGERI,microbiologyevents
80021,SHIGELLA FLEXNERI,microbiologyevents
80022,SALMONELLA ENTERITIDIS,microbiologyevents
80023,STAPH AUREUS COAG +,microbiologyevents
80024,STAPHYLOCOCCUS EPIDERMIDIS,microbiologyevents
80025,CITROBACTER AMALONATICUS,microbiologyevents
80026,PSEUDOMONAS AERUGINOSA,microbiologyevents
80027,PSEUDOMONAS PUTIDA ,microbiologyevents
80028,BURKHOLDERIA (PSEUDOMONAS) CEPACIA,microbiologyevents
80029,PSEUDOMONAS SPECIES,microbiologyevents
80030,BORDETELLA BRONCHISEPTICA,microbiologyevents
80031,MORAXELLA SPECIES,microbiologyevents
80032,AEROMONAS HYDROPHILA,microbiologyevents
80033,VIBRIO SPECIES,microbiologyevents
80034,PASTEURELLA MULTOCIDA,microbiologyevents
80035,EIKENELLA CORRODENS,microbiologyevents
80036,ANAEROBIC GRAM NEGATIVE ROD(S),microbiologyevents
80037,GRAM VARIABLE RODS,microbiologyevents
80038,CLOSTRIDIUM PERFRINGENS,microbiologyevents
80039,CLOSTRIDIUM SPECIES,microbiologyevents
80040,NEISSERIA GONORRHOEAE,microbiologyevents
80041,NEISSERIA MENINGITIDIS,microbiologyevents
80042,NEISSERIA SPECIES,microbiologyevents
80043,HAEMOPHILUS PARAINFLUENZAE,microbiologyevents
80044,HAEMOPHILUS SP,microbiologyevents
80045,BETA STREPTOCOCCUS GROUP B,microbiologyevents
80046,BETA STREPTOCOCCUS GROUP C,microbiologyevents
80047,BETA STREPTOCOCCUS GROUP G,microbiologyevents
80048,BETA STREPTOCOCCUS,microbiologyevents
80049,STREPTOCOCCUS MITIS,microbiologyevents
80050,STREPTOCOCCUS BOVIS ,microbiologyevents
80051,STREPTOCOCCUS SANGUIS,microbiologyevents
80052,ALPHA STREPTOCOCCI,microbiologyevents
80053,ENTEROCOCCUS SP.,microbiologyevents
80054,BETA STREPTOCOCCUS GROUP A,microbiologyevents
